font,char,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40
tasaexplorer,T,-2.606981,-0.068107,-0.239876,-0.613662,0.686974,-0.386034,-0.146193,2.614796,-0.162236,0.366021,-0.314803,1.183933,-0.220018,0.448903,-1.229175,-1.027395,0.528538,-0.37958,0.294288,-1.90229,1.722128,-0.912438,1.28244,-2.105385,1.048439,-0.948508,-0.537022,-1.758017,-0.036965,-1.149828,-0.634323,0.659301,0.457776,0.017024,1.691558,1.340342,1.27233,-0.237991,0.692373,-0.970817,-0.0
tasaexplorer,U,1.132376,-0.504575,-1.134477,0.031419,-0.836255,-0.540828,-0.795635,0.940347,-2.622861,0.535597,1.687395,1.847,0.772167,-0.976492,0.594173,-0.242991,0.396041,-1.231352,-0.332564,0.052831,0.786757,-0.452783,-0.789127,-1.473246,-0.165709,-1.715412,-1.104294,0.247122,0.085431,0.192649,-0.342326,0.67444,0.220428,-0.199728,-0.329827,0.437005,-0.189423,0.351618,-0.080028,0.14309,-0.0
tasaexplorer,V,2.410589,-0.523629,-1.570567,2.44319,-0.360391,0.37376,-0.341223,-1.496761,-0.03894,-0.464894,1.875562,0.609643,4.412099,-1.28757,-2.661764,1.090493,0.814029,0.007126,1.041758,-1.301861,0.578563,-0.991084,-0.318068,0.158861,0.270792,-0.582914,-0.931335,-0.939548,0.021134,-0.843863,0.551395,-0.135163,-0.905155,0.315943,-0.708472,0.390717,-1.561479,-0.769399,-0.980759,0.100534,-0.0
tasaexplorer,W,2.263469,-0.409715,0.902114,-0.671228,2.655285,-1.372984,1.13062,1.680324,3.79462,0.838365,-1.641949,-2.939494,-1.434455,0.068631,-2.686847,-2.538093,-1.464065,-0.38947,0.667714,0.131811,0.702713,-0.873837,-2.041968,-2.225797,1.161268,1.260217,-0.352556,-0.88459,1.916877,1.293135,2.195936,2.189585,-0.025183,-1.705664,0.366483,0.677461,0.618308,-1.332518,1.465322,0.123995,0.0
tasaexplorer,X,-5.203522,-0.547451,1.089529,0.336351,-0.406868,-0.240177,-0.294494,0.443944,-0.534104,-0.583267,-0.52689,-0.306012,-0.376407,0.190379,-0.571292,0.109906,0.998648,1.036876,1.284977,-1.567122,1.532038,-0.497375,0.542877,-0.615302,1.827745,0.742753,-1.02107,-0.082914,-0.517539,0.193321,-0.149654,-0.035947,0.006883,-0.026779,0.059411,0.021259,0.013493,0.017035,0.008281,-0.012896,-0.0
tasaexplorer,Y,-0.146233,-4.006412,0.633847,-0.14662,-3.222299,-0.155708,-3.537533,-0.543969,-1.930905,1.01768,-2.589575,2.121109,-1.175963,-0.922254,0.748633,0.26238,-1.824785,0.766817,-2.337641,3.316411,0.351075,1.48524,-1.101599,-1.327322,1.463255,-0.429033,2.50461,-0.999041,-1.601571,2.293877,0.418898,-0.461657,-1.329087,-0.536526,-0.148282,-0.337011,1.092351,1.127462,-0.007513,-0.159821,0.0
tasaexplorer,Z,2.041049,-2.550603,-0.641374,-0.776287,-0.055371,1.103771,-0.065187,0.223925,1.056836,-1.388195,2.105852,1.523453,2.943208,1.178416,0.77602,0.89757,1.564779,-0.316051,-1.946431,1.275655,0.478745,-1.286648,0.863536,0.006274,0.727706,-0.654581,0.123244,-1.42475,0.488174,-0.800783,0.399145,-2.40023,-1.052,-0.805003,-0.800167,-0.772903,0.429473,0.68332,0.704479,1.35003,0.0
tasaexplorer,a,2.675045,2.137758,0.413139,5.108379,3.111099,-5.059802,-1.936838,1.119676,0.358642,0.440887,-0.171367,-0.843713,-0.219519,0.545939,0.812509,-1.533143,-2.161876,0.077041,-1.445489,0.445266,-0.309403,-0.239154,0.349221,0.293865,-2.275323,-0.28626,0.647355,-0.11962,0.631025,2.014538,0.431113,-1.774616,-0.14556,-1.145513,-0.241754,-0.560822,1.154483,0.028639,1.547301,0.776393,-0.0
tasaexplorer,b,3.113991,-0.32698,0.669301,2.328697,2.16154,-0.353988,-0.55172,0.606611,-2.594165,1.165998,-0.351781,-1.059822,-2.066966,-0.433039,-2.060466,-0.782894,0.645641,-1.111242,0.695552,-1.630098,-0.780029,0.50841,-1.173549,0.461654,-0.310841,0.503193,-0.341804,-0.526758,-0.141376,0.967752,-1.58759,1.91195,1.005265,-1.366445,0.832273,1.627597,-0.048337,0.333621,-0.699056,1.030411,0.0
tasaexplorer,c,3.144503,-1.681856,-1.781769,-0.918535,-0.757768,-1.419041,-0.205784,0.716787,-0.388469,1.45512,-1.807572,-0.215605,1.063851,-0.744231,1.047707,-0.051998,0.339035,1.771399,-0.127168,-1.425909,-0.806831,-0.055959,-1.89499,0.064102,-0.305099,-0.53957,-0.640714,0.73286,-1.290211,0.558706,0.601816,-0.983172,-1.503389,-0.408617,-0.070712,-0.586209,0.160782,-0.194687,-0.314924,0.008213,-0.0
tasaexplorer,d,3.858211,0.130579,0.886138,-0.338957,-0.585357,1.497422,-0.725966,-0.91057,-2.369272,-0.867652,-0.255621,-0.699338,1.118336,0.604127,0.794255,0.858101,0.479329,1.761754,1.83385,0.129041,2.589851,-0.066967,-0.904002,-1.644891,0.972277,-0.907334,1.046872,-1.392746,0.762286,-0.220576,-0.479036,-1.640123,-1.830413,-0.473068,0.221703,-0.87199,-0.242201,-1.518434,0.163494,0.580049,0.0
tasaexplorer,e,1.65307,-4.207584,-2.372324,-1.976241,0.04646,0.445115,1.68704,-2.098374,0.918121,0.540059,0.427436,-0.811537,0.563147,3.267227,3.378589,-2.253516,0.267554,-0.360656,-1.928646,1.666107,-1.154798,1.552016,2.040765,-0.955528,-1.268975,1.059382,0.249497,0.234967,-1.352039,-0.974084,-1.229025,-0.617776,-1.582233,0.079508,0.402995,1.980995,0.575647,0.802191,-0.051643,0.222635,-0.0
tasaexplorer,f,-3.800813,2.320032,0.610042,-0.761167,2.479957,-0.264585,0.136549,0.259615,-0.887941,-0.614959,1.815694,0.718653,-0.188058,0.750756,0.867504,-1.61712,-0.917648,-1.482629,1.031034,-0.272685,-0.461696,0.224596,0.310545,1.391816,-0.021001,-0.078338,0.585665,1.263773,-0.980712,-0.623969,0.490272,-1.353086,0.328298,-0.694758,-0.254697,-0.564554,-1.840617,-2.882409,1.207387,1.083859,0.0
tasaexplorer,g,3.551765,-1.062539,0.13937,0.081594,-0.268164,0.83932,0.31949,1.111507,1.636398,-0.596919,-2.668217,-1.597242,1.244363,0.714581,-0.238944,-1.523524,0.786268,1.732607,1.963568,0.42332,-2.169248,0.715504,1.178442,1.312327,0.75038,0.17537,0.533265,0.660215,1.460297,1.745952,-0.846464,-0.214138,3.665236,-0.477987,1.260793,-2.629362,0.695782,0.175308,0.843335,0.383066,-0.0
tasaexplorer,h,1.69908,0.951896,1.702628,0.40602,-0.406966,0.729991,-1.642601,3.952263,0.011506,-0.609204,0.50454,-1.123985,-1.025727,-1.71613,-0.522356,0.63279,2.525588,0.62452,-0.091184,-0.334584,0.887692,-0.34093,-1.787116,-0.991337,-1.768629,0.6827,-0.737028,1.083426,0.680991,0.646034,-0.575479,1.60112,-0.655399,-1.881271,0.507751,1.551188,0.597706,0.108083,0.234137,-1.862985,0.0
tasaexplorer,i,-3.290596,2.230788,1.316767,0.249007,-0.809089,0.284158,-0.072758,-0.514097,0.192801,-0.886354,0.093923,0.419156,-0.020444,-0.809549,-0.135465,-0.046334,-1.186278,0.933174,0.053292,-0.115977,0.319592,-0.931212,-0.487404,-0.923183,-0.87325,0.99522,3.068473,-0.237787,0.267842,-0.20454,0.764368,-1.143828,0.442298,0.046395,-1.523004,0.236098,-0.30723,-0.512036,0.044772,-0.136785,-0.0
tasaexplorer,j,-2.983026,1.186586,-0.151312,-1.449769,0.503311,0.086101,-0.861227,0.839179,0.936849,-0.563892,-1.021007,1.592448,-1.076778,1.445495,0.382594,0.362668,0.863978,0.497247,-0.532766,0.131646,-2.513603,-1.082889,0.233034,2.45678,-2.527091,-1.066854,-1.457107,0.277793,-0.507989,0.161265,-0.030746,0.237174,0.095824,-1.740916,-0.441331,-1.060014,1.063477,-1.240896,0.597729,1.39447,0.0
tasaexplorer,k,0.348088,3.953992,0.19553,0.920791,0.096988,1.448656,0.863753,3.007765,4.175097,1.83134,-0.85057,3.125848,1.245432,-0.783886,0.991542,-0.367574,-0.577602,1.659199,-0.103196,-1.2201,0.160811,-2.92239,-1.773524,-1.289669,-1.106593,-0.649105,-1.666879,-0.126998,-1.796325,0.98122,-0.816171,1.158157,-0.153886,1.941588,-0.534166,1.3377,-0.102469,0.231786,-1.435447,-0.062709,-0.0
tasaexplorer,l,3.857903,-1.407104,1.220107,-0.762312,-0.143654,-0.628203,-0.014893,0.056456,0.049772,-0.02914,0.128645,0.307354,-0.220282,-0.02211,-0.026258,0.162254,0.119295,0.150086,0.133308,0.209071,0.137287,-0.182909,0.017141,-0.010434,-0.078782,0.009715,-0.18677,-0.29941,0.224742,0.467133,-0.132156,0.295033,-0.028818,0.200744,0.089646,-0.036096,-0.00109,0.032265,0.003733,-0.034926,0.0
tasaexplorer,m,3.147431,0.693863,-1.331726,-0.28656,0.561892,1.633108,-2.587924,0.438665,0.18416,-0.745923,1.061989,0.988271,-0.633466,-0.001974,1.175127,-0.788543,1.885791,-1.537122,-0.079645,-0.494604,-4.029101,-1.208852,0.646844,-1.372971,0.325296,-0.430647,-0.678097,1.487744,-2.033423,-0.623115,0.730239,0.896851,0.098315,-0.363825,-0.146403,-0.394642,0.143624,-1.565146,0.519913,1.904222,-0.0
tasaexplorer,n,2.623474,-0.345335,0.351621,-0.121943,1.821144,1.964386,0.982679,-1.354569,0.459342,0.206491,2.539569,-2.011281,-0.578986,1.339702,-1.074852,0.87333,0.321509,-0.767232,-0.143921,-2.040445,0.203054,0.849108,0.521541,0.846048,1.125769,1.448522,0.277903,-0.708098,-0.185478,0.689126,0.217249,-0.877994,0.254625,-0.824151,-0.625306,0.835037,-1.910664,-0.284482,0.041788,-0.532476,-0.0
tasaexplorer,o,1.991996,-1.119937,0.216567,-1.350672,-0.951513,0.906685,0.072281,1.741939,2.029228,1.153685,-1.241681,-1.199851,-0.445575,-0.30337,0.405342,-1.129007,0.059238,1.23181,0.148329,0.399635,-0.166166,-0.58342,0.451599,0.351262,0.839602,0.794567,1.399158,-1.535739,-0.048317,-0.238374,-0.604838,-0.846264,0.015549,-0.468575,0.529966,0.81428,-0.172779,0.626492,0.029853,-0.368421,0.0
tasaexplorer,p,-3.059982,-0.179116,-0.422331,-2.713528,-0.447445,-1.469997,2.628349,-1.162322,0.036401,-1.638837,-1.821548,-0.227078,0.14368,-3.076273,-0.175492,-0.763668,-0.861425,-1.608554,0.227481,1.831876,0.734784,-0.478473,-0.120831,-1.353536,0.822084,-0.318326,0.418387,-0.040232,-0.90795,1.604826,-0.283626,0.030877,-1.118558,0.177251,0.398717,0.052435,-1.013457,1.101136,1.780917,-0.915388,-0.0
tasaexplorer,q,-2.936063,0.685078,-1.968015,1.089634,2.184227,0.37376,0.045148,-0.357889,-3.143726,-0.135173,-0.143975,-0.985801,-0.060603,-0.104219,-0.52416,-0.310053,-0.111202,-2.57471,-0.48602,0.768212,-0.455888,-1.413295,-1.429421,2.05132,0.800328,-0.685238,0.194301,0.573261,-1.86415,0.815233,1.294409,0.287823,-0.788999,-2.094,-0.817202,-0.084546,0.504015,-0.393465,0.750674,-1.34234,-0.0
tasaexplorer,r,-3.266434,3.854991,-0.196563,0.064178,-0.727629,0.278656,1.858879,-0.270971,-1.036847,-0.256712,-0.511814,0.328077,-0.024718,0.524538,0.216728,-0.463497,0.192142,0.606759,-0.276106,0.504835,-1.449047,0.637185,0.163595,1.626021,0.087566,1.373302,0.280644,-0.737457,1.521566,1.812731,-0.948184,-0.977584,-0.048884,1.838883,0.632295,0.224571,0.045477,-0.94256,2.669725,-1.565911,-0.0
tasaexplorer,s,0.553582,-4.107191,2.313695,-1.493416,1.434991,0.333793,1.656894,-0.132889,0.774813,0.958608,-0.914956,-2.384671,2.574594,-1.524726,-0.279487,-0.570671,-0.34435,0.097384,1.548594,0.674138,0.439685,-1.315565,2.766266,2.636386,-1.529746,-0.689166,-0.584773,-1.670958,-1.067169,2.024009,-0.162784,-1.453641,0.345695,0.541313,0.590541,-1.219454,-1.062434,-0.858895,0.82016,0.354934,0.0
tasaexplorer,t,-4.20449,1.913451,-2.601228,2.126222,-0.050026,-2.079218,-1.332091,1.079293,-0.024558,1.235655,-2.120581,1.222635,1.238743,-0.417929,-0.291308,1.636355,-1.65188,-0.055604,0.444951,0.866163,-2.207457,1.9452,-1.891821,-3.142049,-1.481745,-2.155739,-1.563492,-0.122778,-0.05298,-0.882552,-0.414434,-1.569931,0.163643,-1.539114,-0.736896,0.194848,0.676617,-1.549146,-0.310276,1.371217,0.0
tasaexplorer,u,0.41518,-3.679094,-1.00851,-1.062641,-1.007438,-1.175931,-0.864312,-0.375614,-0.8637,0.038259,-0.978337,-2.210983,-0.464933,0.496154,-0.327158,-1.462412,-2.250474,-2.252546,-0.850075,1.708156,1.099865,0.386233,-1.500268,0.576228,-1.179345,0.276503,1.254453,-0.878777,0.156968,0.248045,-0.176257,-1.415414,0.195884,0.198718,-0.023213,-0.267226,-0.868497,0.499198,0.226014,0.586458,-0.0
tasaexplorer,v,2.532323,1.670965,0.721448,0.094292,2.537592,0.742415,-1.424446,-0.759709,2.956465,2.014974,0.196401,1.671281,-3.29711,-1.395738,0.408188,-0.1575,0.521936,1.461153,2.384626,0.137834,0.416402,-0.72756,-1.881455,-1.090934,-1.864027,-0.493541,-1.266362,0.08351,1.090203,-1.842965,-0.886434,-0.61271,0.993426,0.498939,-0.968269,-0.710261,-0.577268,-0.301262,-1.051557,-0.745837,-0.0
tasaexplorer,w,-1.877037,-0.982593,-0.731501,-2.97229,3.650498,1.613031,1.791607,-0.52858,-0.752853,-1.211284,0.753786,1.719729,-0.957394,-3.803734,1.982287,1.510399,0.167747,-3.359114,1.069564,-0.480738,2.947836,0.687473,-0.167161,2.287739,0.651151,-1.977276,1.241292,-0.027578,-0.318053,2.103542,1.180513,-0.247263,1.422134,-1.332024,0.930876,-0.025802,1.133095,0.661046,1.217313,0.905268,0.0
tasaexplorer,x,-4.714624,0.060241,-0.470716,0.910187,-0.354965,-0.929655,0.116142,0.876853,0.043673,0.643699,-0.09838,-1.025548,-0.069614,0.016834,0.053329,0.252204,0.249376,-0.250432,0.971296,-0.275928,-2.107737,0.145951,2.838273,-0.813174,0.319261,0.653484,-0.149402,0.403059,0.187579,-0.217819,0.174506,-0.018257,0.040417,0.042421,0.016848,0.01482,0.018951,0.04727,-0.004339,0.01028,0.0
tasaexplorer,y,-6.813102,2.642561,0.278325,-1.832019,-0.069003,-2.054851,-0.786844,-1.30591,-2.91262,3.08784,1.27412,-0.301825,0.025608,-0.849176,0.357896,2.604234,0.389121,-0.852061,-0.213655,-3.575626,0.966178,-0.293104,-3.261937,1.887296,-2.101834,-1.109035,0.591125,1.004309,-0.411218,-0.257608,-0.737322,-1.753399,-1.878989,-0.801189,1.119352,-0.160137,0.199998,1.049451,0.659309,-0.130504,0.0
tasaexplorer,z,1.963896,-2.676611,1.845837,-0.490686,-1.737778,1.65614,2.262528,1.470856,-0.815488,0.371001,0.125352,0.548896,2.455318,-1.186833,-1.173301,0.328554,-1.482371,0.178204,0.1225,-0.900552,1.358711,1.190505,1.458233,0.686487,-0.481293,-1.713591,-0.419219,1.526957,0.147067,2.370678,0.174911,-1.698268,0.71225,-0.415495,-0.412828,-0.671258,1.367039,0.051343,-0.423989,-0.688177,-0.0
tiktoksans,0,0.057515,-0.558917,0.66034,-0.01274,0.315765,1.142332,-0.142745,-0.713809,0.044876,0.060468,-0.242013,-0.429464,0.475837,0.731245,-0.236616,0.919625,-0.129591,-2.040077,1.155643,-0.120592,0.717589,-0.660943,-0.01722,-0.369172,1.480504,-2.111414,-0.955077,-0.291622,0.039687,0.86817,1.017473,0.559621,-0.360448,0.951463,-0.758555,0.178549,0.089095,0.03272,-0.119331,-0.228667,-0.0
tiktoksans,1,-11.18165,6.887548,-7.05074,-2.266552,-1.653433,-1.188348,1.512664,1.20839,-0.686356,-0.76074,-0.217093,0.850776,-1.209457,-0.041281,0.170255,-0.834043,0.823104,-1.192007,-0.994564,-0.7081,1.056119,-0.092404,-0.661011,0.041517,-0.702037,-0.101444,0.8344,1.941892,-1.381943,-1.235003,1.232655,1.517816,0.648917,1.519919,-1.028357,-0.170786,-0.436813,-0.548745,0.164309,-0.206242,-0.0
tiktoksans,2,0.013555,0.614082,-1.578411,-0.440537,-0.054789,-2.217723,2.76754,0.422912,0.748433,0.858164,-1.584271,1.25714,-1.010073,1.138925,-0.31669,-1.828659,-2.976341,-3.474318,-1.070366,0.707148,0.425252,-0.507456,1.474674,-1.270769,-1.963439,0.811401,-0.374447,-0.125946,-1.66768,-0.116387,-1.400973,-0.531151,-0.060234,-0.429264,0.595611,0.832067,0.590754,-2.292254,-0.475719,0.514717,-0.0
tiktoksans,3,0.975677,2.119784,0.323393,-1.987661,4.966464,3.761025,2.583126,2.026276,-1.085826,2.301041,-2.306744,1.042741,-1.902907,3.42815,-0.59203,0.946732,-0.573186,-0.376538,0.021565,-1.133978,-1.056433,-2.323939,-0.136047,0.088907,-0.652956,-0.708127,0.31928,-1.372729,1.342404,-0.684804,1.231859,-0.16704,0.506384,0.429528,-0.07343,0.882441,-0.610668,-0.924078,-0.823812,-0.263033,0.0
tiktoksans,4,-1.822384,-2.034274,1.784615,3.037777,-2.661282,1.595647,-0.936683,-0.511641,-0.580531,-0.131085,-0.310989,0.840323,-0.46039,-1.093974,-0.424342,0.202409,1.685816,-1.40874,1.011687,0.459716,0.809976,-2.128449,-0.398827,3.250019,1.730109,2.399731,0.362415,2.555933,0.191524,1.368152,-2.593177,1.344902,1.503073,0.230316,0.196379,0.358457,0.505556,-1.364743,0.017933,-0.104033,0.0
tiktoksans,5,-4.082398,0.878662,0.311729,-0.21463,1.154866,1.900836,-0.754234,-0.593832,0.682709,0.415876,-2.430375,-1.455197,-2.106747,0.199065,-1.064712,-1.269398,2.774469,1.512091,0.000243,0.973636,0.430165,-1.093146,0.893236,-2.27124,0.265872,0.915612,1.008842,1.956098,0.604944,-0.072751,0.285609,-1.375974,0.866155,-1.289167,1.201701,1.531382,-1.376825,0.068841,-0.028462,-1.35804,-0.0
tiktoksans,6,-1.700961,-3.038904,1.801483,0.527682,1.944337,-0.002413,-0.898983,-0.185608,-0.268658,1.404036,0.730331,-1.980524,-0.514149,-0.101883,0.584346,1.041664,-0.987629,0.179479,1.502687,-0.198435,-0.875398,0.335199,-0.284305,0.130574,1.884589,-0.600387,0.601258,-0.73726,0.737003,-0.156336,-0.450699,2.026968,-0.251109,2.835058,1.494869,2.163419,-1.220761,-0.415876,-1.07637,-1.430782,-0.0
tiktoksans,7,-1.476952,2.720488,2.270234,0.699447,0.204416,0.840614,2.664171,1.505896,-0.369024,0.424463,2.17361,-1.322726,-2.187992,0.468,-1.329491,-0.155641,2.650555,-0.008061,2.236456,1.709225,-0.821344,0.170989,-0.645998,0.379729,-1.888798,-0.72976,0.104336,0.985009,0.463412,0.832206,-2.055875,1.345479,0.73251,1.287754,0.387243,0.609324,0.270857,-0.378112,-0.403799,0.534851,-0.0
tiktoksans,8,1.795486,2.25973,-0.565607,-0.61944,-0.669457,-0.93959,0.300981,0.277629,-1.022157,-2.566122,1.598362,1.540421,-1.068891,1.702348,-0.493455,-0.29213,0.662225,-0.912847,-2.58748,-0.627378,0.037316,-0.470743,-2.421234,-1.470936,2.327975,-0.460815,-1.322369,-0.457891,-2.519741,-1.198408,-1.087918,0.566641,-0.234582,-0.589838,-1.240325,0.691052,-1.956571,0.454409,1.121582,1.261479,-0.0
tiktoksans,9,-2.313073,1.872667,-1.818942,0.46569,0.426467,-0.252328,0.627262,1.179309,-3.014789,-0.201372,1.276754,-1.413416,-0.030204,0.185992,1.574143,-1.624791,-0.418875,0.487718,1.244879,1.457373,0.839602,1.15114,-1.651655,0.787004,0.145214,1.474231,-0.777949,-0.98806,-0.209198,-0.51895,0.224349,-0.82066,1.185654,0.641627,0.436927,-1.435305,-0.197749,-0.747467,2.607198,-1.860236,-0.0
tiktoksans,A,-5.200623,2.269375,1.213214,-1.122867,-3.600607,0.630273,1.917136,0.150562,-1.177395,0.066164,1.14184,3.229889,-1.929217,-0.710238,-0.417863,1.470166,3.642483,-1.694067,-1.181889,-1.113283,-0.622622,2.370105,0.323877,-0.034351,-1.251462,-2.318181,0.135509,-0.033971,-0.391757,-1.405125,-2.322098,-0.244996,-0.419516,-0.824335,1.559615,0.120812,0.976288,1.24329,0.226215,-0.122501,0.0
tiktoksans,B,-0.36913,-1.145798,1.003258,-0.092681,-1.922006,1.719195,2.373541,1.046604,0.218006,1.778949,1.864713,-0.314816,0.384716,-0.083868,-0.127966,1.497945,1.605252,0.125103,0.83061,-0.304282,0.394273,-2.317911,-1.355332,-0.544047,1.554767,-0.480728,0.161554,-1.29249,-1.184217,-1.431162,-2.264405,-2.374074,-0.851041,2.755397,1.002564,0.170026,-0.195746,0.923933,0.730491,-0.748811,-0.0
tiktoksans,C,-1.863654,0.862326,0.038215,1.39846,0.36556,-0.336205,-0.548037,-0.763311,0.056504,0.139346,-0.145043,0.788467,0.51127,-0.467882,0.045384,-0.47252,-0.188021,-0.319453,0.309233,-0.965391,-1.271168,0.411908,2.248269,1.338107,-1.427133,-0.322885,0.334161,-1.050863,0.239988,0.408595,0.361795,0.206061,0.484864,-0.83556,-0.274073,0.026017,-0.079157,0.353336,0.098154,0.051748,-0.0
tiktoksans,D,0.852002,-0.281584,-0.014926,0.517172,-0.36498,0.921049,1.421025,-0.949302,1.788073,-0.087661,0.994102,-0.442924,1.330098,0.893601,-0.768049,0.072038,-0.078709,-0.178661,0.723903,0.831119,-0.199968,-0.279523,1.444227,0.111642,0.195695,-1.178443,-0.220595,-0.321496,-0.378556,0.364698,-0.984322,-0.606628,0.093165,-0.901081,1.223325,0.076987,-1.292928,-0.437068,-0.117418,-0.245165,0.0
tiktoksans,E,2.680863,-1.356884,-2.068148,1.905242,-2.883855,0.279029,-0.090486,-1.000477,1.003351,-1.103952,3.337029,1.943662,-1.732939,2.266592,0.459532,-1.482997,-1.88698,-0.488834,-0.564492,-0.931557,-0.246874,0.6774,0.827592,0.996197,1.742866,0.686319,-1.31482,-0.286064,-1.621646,-0.662446,0.076524,0.318649,-2.581334,-0.698968,-1.45615,1.302876,-0.085625,0.178347,1.129936,-0.539945,0.0
tiktoksans,F,-5.809305,7.519668,1.980091,-0.263842,-1.108404,-2.30915,-3.383126,-1.398944,0.476851,3.125229,0.818774,-0.525178,1.085434,-2.031638,-0.592221,0.682865,-0.853095,-2.264294,0.926276,-0.708774,0.300361,1.147595,-1.672334,2.044401,0.858868,1.644754,1.33064,0.822184,-1.340175,-0.820401,-0.072414,-0.919876,0.316687,0.716003,0.668166,1.234551,-0.789021,-0.602866,0.122227,0.175113,-0.0
tiktoksans,G,3.221996,1.497921,0.241211,1.122065,-1.742531,1.818578,-0.058727,2.716672,2.538084,-0.665336,-0.274738,-3.891466,-1.388912,-0.51729,1.62218,0.074228,-0.763609,-0.916006,1.974799,-1.144581,-1.298578,-0.677799,-0.726369,0.236202,-0.750072,0.256453,-0.605619,-0.124416,1.018187,0.023822,-0.513071,-0.415178,0.478552,0.0188,-0.164331,-0.08671,-0.328803,-0.063452,0.19869,-0.003418,-0.0
tiktoksans,H,4.581797,3.743469,-0.409249,2.882995,0.46918,-1.142801,0.269396,0.946424,0.88552,-0.157994,2.373978,1.82571,0.688873,1.184776,0.067436,3.118959,-0.494918,-1.474925,-1.242081,-1.202689,0.791306,-1.268727,0.101407,3.110812,-2.136267,-0.109467,-2.620193,-1.003315,0.909804,-1.544181,1.357071,-0.11336,-0.421447,-0.179456,-1.385403,-0.354854,-0.366373,-0.211398,0.886821,-0.468607,0.0
tiktoksans,I,-4.512218,0.530645,0.371032,-0.009222,-0.01724,0.022223,-0.056892,0.061634,0.034391,-0.174427,-0.161352,-0.007708,-0.082326,-0.212697,-0.032882,0.049297,0.056274,-0.026476,-0.068479,0.069148,0.216742,-0.789616,0.146534,-0.053926,-0.170326,-0.109875,0.209879,-0.074583,-0.036302,-1.9e-05,-0.111644,0.02418,0.023985,-0.009973,0.031036,0.151551,-0.073928,-0.092576,-0.073631,-0.001338,-0.0
tiktoksans,J,-15.271956,-3.279434,-5.184903,1.363268,-0.797901,-2.522912,-0.328925,0.54596,0.556391,0.159991,-0.214421,0.306953,-0.299355,1.649818,-1.167844,1.208743,0.467575,0.575115,0.777372,-1.610615,2.082308,-0.28218,-0.150266,2.134418,-2.228819,-0.056463,2.395755,-0.393324,-0.263578,0.887707,0.150881,-1.174398,-0.699446,1.48482,0.482374,0.936169,0.422336,-0.135693,-0.141374,0.091545,-0.0
tiktoksans,K,1.949254,0.574142,3.32766,-3.726172,-0.565671,-7.373216,-6.708509,0.981777,2.009335,3.546861,-2.382194,-1.143451,0.807183,0.524538,0.060254,-1.027042,0.603203,-0.685209,-0.735053,-1.836671,-0.624576,-0.381147,0.002665,1.022401,0.304003,-0.314838,-0.609618,-0.364603,0.385103,-1.236581,0.408493,-0.007827,0.033702,0.144293,-0.365993,-0.481698,-0.171596,0.379812,0.002851,-0.199783,-0.0
tiktoksans,L,3.739808,-2.037132,3.232862,-1.283758,3.878695,0.560009,0.905493,-1.844741,1.331267,-0.443783,-0.319668,-2.144862,-0.134778,-1.545869,-0.17436,-0.100681,-2.428122,-1.567212,1.495926,1.442684,0.572116,-0.303684,-1.112185,2.391217,0.698369,1.178139,1.435347,-0.759153,0.150443,1.518898,1.423281,0.746544,-0.42081,1.035745,0.733258,0.311612,0.858713,1.120003,0.934574,0.965463,0.0
tiktoksans,M,1.880496,2.094928,0.594765,-1.283948,-2.592375,-1.357793,-0.071657,1.419929,-0.843464,-0.718518,-0.628892,1.53325,1.240007,1.03958,0.074032,-0.866496,1.115407,0.410279,-0.056124,-0.489698,-2.422949,-5.10962,0.491908,-1.258409,-3.118526,-0.977872,-0.826352,1.450696,0.230478,-0.857738,2.601042,-0.212677,1.184228,2.223197,-0.138076,0.161319,-1.809532,0.124089,-0.326363,0.37485,-0.0
tiktoksans,N,-4.249228,3.821667,4.284253,3.983393,-0.839618,-1.56321,-0.795748,-0.539931,-1.51825,0.472542,-1.83404,0.962742,-0.821361,-1.697114,-1.179511,-0.424118,2.801006,0.050654,0.071448,-2.865183,-0.170677,-0.516279,1.042606,-0.193255,-1.151643,-0.997741,0.434773,-0.291256,0.361913,0.335694,-0.216936,-1.386611,0.044035,-1.332113,-0.039724,0.680976,1.263534,0.389476,-0.411027,-0.213719,0.0
tiktoksans,O,0.889375,0.152559,0.410479,1.093422,-0.440357,-2.006735,0.099983,0.21038,0.698182,-0.14651,-0.053897,0.473247,1.121576,-0.6578,0.986743,0.099811,0.153558,0.37977,1.414946,0.380419,0.390048,0.2816,0.837198,-0.894009,-0.626041,-0.858727,-0.556549,-0.471402,0.144258,0.114411,0.332499,-0.829209,0.692301,0.966026,0.12605,0.315169,0.086051,0.576149,0.112537,-0.341214,0.0
